time,running,waiting,kv_usage,preemptions,prompt_tokens,gen_tokens
22:13:48,29.0,99.0,1.0,1129.0,130688.0,205769.0
22:13:49,25.0,103.0,0.963,1129.0,130688.0,207119.0
22:13:50,27.0,101.0,0.995,1134.0,130688.0,208588.0
22:13:51,25.0,103.0,0.995,1134.0,130688.0,209769.0
22:13:52,27.0,101.0,0.994,1137.0,130688.0,210840.0
22:13:53,25.0,103.0,0.992,1137.0,130688.0,212048.0
22:13:54,24.0,104.0,0.996,1137.0,130688.0,213319.0
22:13:55,25.0,103.0,0.994,1140.0,130688.0,214520.0
22:13:56,23.0,105.0,0.99,1140.0,130688.0,215811.0
22:13:57,22.0,106.0,0.961,1140.0,130688.0,216914.0
22:13:58,24.0,104.0,0.997,1143.0,130688.0,217984.0
22:13:59,23.0,105.0,0.999,1143.0,130688.0,219114.0
22:14:00,22.0,106.0,0.999,1143.0,130688.0,220216.0
22:14:01,23.0,105.0,0.999,1145.0,130688.0,221272.0
22:14:02,22.0,106.0,0.998,1145.0,130688.0,222286.0
22:14:03,20.0,108.0,0.956,1145.0,130688.0,223738.0
22:14:04,21.0,107.0,0.988,1147.0,130688.0,225050.0
22:14:05,20.0,108.0,0.986,1147.0,130688.0,226324.0
22:14:06,21.0,107.0,0.993,1149.0,130688.0,227635.0
22:14:07,20.0,108.0,0.995,1149.0,130688.0,229094.0
22:14:08,19.0,109.0,0.99,1149.0,130688.0,230451.0
22:14:09,20.0,108.0,0.998,1151.0,130688.0,231592.0
22:14:10,19.0,109.0,0.993,1151.0,130688.0,232894.0
22:14:11,18.0,110.0,0.985,1151.0,130688.0,233924.0
22:14:12,17.0,111.0,0.945,1151.0,130688.0,235057.0
22:14:13,18.0,110.0,0.981,1153.0,130688.0,236114.0
22:14:14,18.0,110.0,0.996,1153.0,130688.0,237284.0
22:14:15,17.0,111.0,0.985,1153.0,130688.0,238378.0
22:14:16,17.0,111.0,1.0,1153.0,130688.0,239415.0
22:14:17,17.0,111.0,0.984,1155.0,130688.0,240516.0
22:14:18,17.0,111.0,0.999,1155.0,130688.0,241740.0
22:14:19,16.0,112.0,0.986,1155.0,130688.0,242924.0
22:14:20,16.0,112.0,1.0,1155.0,130688.0,243996.0
22:14:21,16.0,112.0,0.985,1156.0,130688.0,245067.0
22:14:22,15.0,113.0,0.967,1156.0,130688.0,246241.0
22:14:23,15.0,113.0,0.983,1156.0,130688.0,247336.0
22:14:24,15.0,113.0,0.996,1156.0,130688.0,248386.0
22:14:25,15.0,113.0,0.98,1157.0,130688.0,249315.0
22:14:26,15.0,113.0,0.995,1157.0,130688.0,250425.0
22:14:27,14.0,114.0,0.969,1157.0,130688.0,251436.0
22:14:28,14.0,114.0,0.984,1157.0,130688.0,252472.0
22:14:29,14.0,114.0,0.996,1157.0,130688.0,253508.0
22:14:30,14.0,114.0,0.975,1158.0,130688.0,254235.0
22:14:31,14.0,114.0,0.987,1158.0,130688.0,255117.0
22:14:32,14.0,114.0,0.999,1158.0,130688.0,255859.0
22:14:33,13.0,115.0,0.965,1158.0,130688.0,256639.0
22:14:34,13.0,115.0,0.976,1158.0,130688.0,257432.0
22:14:35,13.0,115.0,0.987,1158.0,130688.0,258277.0
22:14:36,12.0,116.0,0.925,1158.0,130688.0,259173.0
22:14:37,13.0,115.0,0.982,1159.0,130688.0,260122.0
22:14:38,13.0,115.0,0.996,1159.0,130688.0,261084.0
22:14:39,12.0,116.0,0.958,1159.0,130688.0,262012.0
22:14:40,12.0,116.0,0.971,1159.0,130688.0,262864.0
22:14:41,4.0,112.0,0.205,1164.0,130688.0,263329.0
22:14:42,38.0,78.0,0.482,1209.0,130688.0,263468.0
22:14:43,116.0,0.0,0.581,1288.0,130688.0,267146.0
22:14:44,116.0,0.0,0.643,1288.0,130688.0,271554.0
22:14:45,116.0,0.0,0.7,1288.0,130688.0,275962.0
22:14:46,115.0,0.0,0.706,1288.0,130688.0,280251.0
22:14:47,115.0,0.0,0.766,1288.0,130688.0,284621.0
22:14:48,115.0,0.0,0.823,1288.0,130688.0,288991.0
22:14:49,115.0,0.0,0.879,1288.0,130688.0,293246.0
22:14:50,115.0,0.0,0.939,1288.0,130688.0,297616.0
22:14:51,115.0,0.0,0.995,1288.0,130688.0,301871.0
22:14:52,108.0,7.0,0.997,1291.0,130688.0,305637.0
22:14:53,99.0,16.0,0.998,1300.0,130688.0,308839.0
22:14:54,98.0,17.0,1.0,1321.0,130688.0,312049.0
22:14:55,87.0,28.0,1.0,1376.0,130688.0,314945.0
22:14:56,81.0,34.0,0.996,1389.0,130688.0,317950.0
22:14:57,75.0,40.0,0.993,1404.0,130688.0,320920.0
22:14:58,104.0,10.0,0.998,1461.0,130688.0,323275.0
22:14:59,80.0,34.0,0.994,1461.0,130688.0,326821.0
22:15:00,68.0,46.0,0.992,1482.0,130688.0,329451.0
22:15:01,68.0,46.0,1.0,1501.0,130688.0,331990.0
22:15:02,68.0,46.0,0.996,1526.0,130688.0,334440.0
22:15:03,68.0,46.0,1.0,1553.0,130688.0,337039.0
22:15:04,65.0,49.0,0.999,1583.0,130688.0,339464.0
22:15:05,53.0,61.0,1.0,1597.0,130688.0,341935.0
22:15:06,50.0,64.0,0.994,1604.0,130688.0,344190.0
22:15:07,47.0,67.0,0.988,1606.0,130688.0,346490.0
22:15:08,50.0,63.0,0.996,1628.0,130688.0,348566.0
22:15:09,46.0,67.0,0.99,1628.0,130688.0,350887.0
22:15:10,45.0,68.0,0.991,1631.0,130688.0,352979.0
22:15:11,42.0,71.0,0.987,1634.0,130688.0,355068.0
22:15:12,41.0,72.0,1.0,1635.0,130688.0,357158.0
22:15:13,40.0,73.0,0.997,1639.0,130688.0,359065.0
22:15:14,37.0,76.0,0.985,1640.0,130688.0,360980.0
22:15:15,40.0,72.0,1.0,1646.0,130688.0,362689.0
22:15:16,37.0,75.0,0.996,1646.0,130688.0,364616.0
22:15:17,36.0,76.0,0.99,1647.0,130688.0,366460.0
22:15:18,34.0,78.0,0.989,1647.0,130688.0,368282.0
22:15:19,33.0,79.0,0.976,1647.0,130688.0,370056.0
22:15:20,33.0,78.0,0.981,1650.0,130688.0,371492.0
22:15:21,32.0,79.0,0.967,1650.0,130688.0,373231.0
22:15:22,32.0,79.0,0.989,1650.0,130688.0,374895.0
22:15:23,31.0,80.0,0.987,1650.0,130688.0,376565.0
22:15:24,30.0,81.0,0.982,1650.0,130688.0,378184.0
22:15:25,30.0,80.0,0.977,1652.0,130688.0,379593.0
22:15:26,30.0,80.0,0.998,1652.0,130688.0,381213.0
22:15:27,29.0,81.0,0.991,1652.0,130688.0,382753.0
22:15:28,28.0,82.0,0.982,1652.0,130688.0,384317.0
22:15:29,28.0,81.0,0.978,1654.0,130688.0,385561.0
22:15:30,28.0,81.0,0.998,1654.0,130688.0,387101.0
22:15:31,27.0,82.0,0.988,1654.0,130688.0,388563.0
22:15:32,25.0,83.0,0.922,1654.0,130688.0,389975.0
22:15:33,26.0,82.0,0.972,1656.0,130688.0,391262.0
22:15:34,26.0,82.0,0.99,1656.0,130688.0,392692.0
22:15:35,25.0,83.0,0.972,1656.0,130688.0,393945.0
22:15:36,25.0,82.0,0.975,1657.0,130688.0,395195.0
22:15:37,25.0,82.0,0.993,1657.0,130688.0,396545.0
22:15:38,24.0,83.0,0.974,1657.0,130688.0,397888.0
22:15:39,24.0,82.0,0.976,1658.0,130688.0,399088.0
22:15:40,24.0,82.0,0.994,1658.0,130688.0,400384.0
22:15:41,23.0,83.0,0.973,1658.0,130688.0,401671.0
22:15:42,23.0,82.0,0.975,1662.0,130688.0,402789.0
22:15:43,23.0,82.0,0.992,1662.0,130688.0,404031.0
22:15:44,21.0,83.0,0.919,1662.0,130688.0,405269.0
22:15:45,22.0,82.0,0.972,1664.0,130688.0,406361.0
22:15:46,23.0,80.0,0.976,1665.0,130688.0,407483.0
22:15:47,22.0,81.0,0.983,1666.0,130688.0,408640.0
22:15:48,22.0,81.0,0.999,1666.0,130688.0,409828.0
22:15:49,22.0,80.0,0.991,1667.0,130688.0,410883.0
22:15:50,22.0,79.0,0.977,1668.0,130688.0,412027.0
22:15:51,22.0,79.0,0.996,1669.0,130688.0,413259.0
22:15:52,22.0,78.0,0.998,1671.0,130688.0,414368.0
22:15:53,23.0,76.0,0.988,1674.0,130688.0,415539.0
22:15:54,22.0,77.0,0.999,1674.0,130688.0,416810.0
22:15:55,23.0,75.0,0.985,1679.0,130688.0,417910.0
22:15:56,26.0,71.0,0.987,1684.0,130688.0,419028.0
22:15:57,31.0,65.0,0.999,1690.0,130688.0,420337.0
22:15:58,37.0,58.0,0.999,1706.0,130688.0,421778.0
22:15:59,60.0,34.0,0.993,1735.0,130688.0,423437.0
22:16:00,43.0,51.0,1.0,1736.0,130688.0,425607.0
22:16:01,85.0,7.0,0.998,1791.0,130688.0,427621.0
22:16:02,85.0,6.0,0.992,1798.0,130688.0,430618.0
22:16:03,87.0,0.0,0.861,1805.0,130688.0,433682.0
22:16:04,87.0,0.0,0.909,1805.0,130688.0,437249.0
22:16:05,87.0,0.0,0.956,1805.0,130688.0,440816.0
22:16:06,85.0,0.0,0.893,1805.0,130688.0,444374.0
22:16:07,85.0,0.0,0.938,1805.0,130688.0,447859.0
22:16:08,85.0,0.0,0.985,1805.0,130688.0,451344.0
22:16:09,84.0,0.0,0.971,1807.0,130688.0,454628.0
22:16:10,83.0,0.0,0.959,1807.0,130688.0,458044.0
22:16:12,82.0,1.0,0.999,1807.0,130688.0,461524.0
22:16:13,77.0,6.0,0.989,1807.0,130688.0,464524.0
22:16:14,74.0,9.0,0.999,1808.0,130688.0,467103.0
22:16:15,71.0,12.0,0.995,1812.0,130688.0,469903.0
22:16:16,66.0,17.0,0.999,1812.0,130688.0,472868.0
22:16:17,62.0,21.0,0.998,1816.0,130688.0,475474.0
22:16:18,57.0,25.0,0.941,1818.0,130688.0,477859.0
22:16:19,61.0,21.0,0.998,1826.0,130688.0,480449.0
22:16:20,56.0,26.0,0.996,1826.0,130688.0,483113.0
22:16:21,53.0,29.0,0.996,1828.0,130688.0,485554.0
22:16:22,50.0,32.0,0.994,1828.0,130688.0,488067.0
22:16:23,48.0,34.0,0.981,1828.0,130688.0,490411.0
22:16:24,47.0,35.0,1.0,1829.0,130688.0,492759.0
22:16:25,45.0,37.0,0.996,1833.0,130688.0,494879.0
22:16:26,45.0,37.0,0.997,1838.0,130688.0,496912.0
22:16:27,41.0,41.0,1.0,1841.0,130688.0,499031.0
22:16:28,39.0,43.0,0.994,1842.0,130688.0,501029.0
22:16:29,37.0,45.0,0.989,1842.0,130688.0,503044.0
22:16:30,36.0,46.0,0.992,1842.0,130688.0,504903.0
22:16:31,38.0,43.0,1.0,1847.0,130688.0,506343.0
22:16:32,36.0,45.0,0.991,1847.0,130688.0,508211.0
22:16:33,35.0,46.0,0.994,1847.0,130688.0,510082.0
22:16:34,33.0,48.0,0.986,1848.0,130688.0,511852.0
22:16:35,32.0,49.0,0.981,1848.0,130688.0,513197.0
22:16:36,32.0,49.0,1.0,1848.0,130688.0,514605.0
22:16:37,30.0,51.0,0.978,1849.0,130688.0,516262.0
22:16:38,30.0,51.0,0.999,1849.0,130688.0,517882.0
22:16:39,29.0,52.0,0.998,1850.0,130688.0,519464.0
22:16:40,28.0,53.0,0.996,1850.0,130688.0,521009.0
22:16:41,29.0,51.0,0.994,1854.0,130688.0,522253.0
22:16:42,28.0,52.0,0.997,1854.0,130688.0,523780.0
22:16:43,27.0,53.0,0.992,1854.0,130688.0,525300.0
22:16:44,26.0,54.0,0.987,1854.0,130688.0,526750.0
22:16:45,25.0,55.0,0.978,1855.0,130688.0,528150.0
22:16:46,27.0,52.0,0.988,1859.0,130688.0,529266.0
22:16:47,26.0,53.0,0.982,1859.0,130688.0,530728.0
22:16:48,25.0,54.0,0.975,1859.0,130688.0,532179.0
22:16:49,25.0,54.0,0.993,1859.0,130688.0,533554.0
22:16:50,24.0,55.0,0.985,1859.0,130688.0,534894.0
22:16:51,24.0,55.0,0.999,1860.0,130688.0,536237.0
22:16:52,23.0,56.0,0.989,1860.0,130688.0,537530.0
22:16:53,22.0,57.0,0.971,1861.0,130688.0,538741.0
22:16:54,22.0,57.0,0.988,1861.0,130688.0,539995.0
22:16:55,21.0,58.0,0.967,1861.0,130688.0,541275.0
22:16:56,21.0,58.0,0.985,1861.0,130688.0,542640.0
22:16:57,21.0,57.0,0.982,1862.0,130688.0,543752.0
22:16:58,20.0,58.0,0.96,1862.0,130688.0,545116.0
22:16:59,21.0,56.0,0.997,1865.0,130688.0,546237.0
22:17:00,21.0,55.0,0.992,1867.0,130688.0,547382.0
22:17:01,20.0,56.0,0.981,1867.0,130688.0,548672.0
22:17:02,21.0,54.0,0.99,1869.0,130688.0,549741.0
22:17:03,20.0,55.0,0.978,1869.0,130688.0,550879.0
22:17:04,19.0,55.0,0.933,1869.0,130688.0,552019.0
22:17:05,21.0,52.0,0.984,1874.0,130688.0,553047.0
22:17:06,22.0,50.0,0.992,1877.0,130688.0,554209.0
22:17:07,23.0,48.0,0.997,1880.0,130688.0,555303.0
22:17:08,22.0,49.0,0.989,1880.0,130688.0,556542.0
22:17:09,23.0,47.0,0.99,1883.0,130688.0,557570.0
22:17:10,27.0,41.0,0.997,1890.0,130688.0,558527.0
22:17:11,26.0,42.0,0.999,1890.0,130688.0,559990.0
22:17:12,30.0,37.0,0.995,1899.0,130688.0,561311.0
22:17:13,32.0,34.0,0.973,1904.0,130688.0,562709.0
22:17:14,34.0,31.0,0.995,1909.0,130688.0,564154.0
22:17:15,32.0,33.0,0.988,1909.0,130688.0,565871.0
22:17:16,37.0,26.0,0.968,1917.0,130688.0,567203.0
22:17:17,46.0,16.0,0.999,1929.0,130688.0,568648.0
22:17:18,46.0,15.0,0.997,1937.0,130688.0,570639.0
22:17:19,50.0,10.0,0.996,1945.0,130688.0,572627.0
22:17:20,54.0,4.0,0.975,1952.0,130688.0,574428.0
22:17:21,52.0,6.0,0.983,1955.0,130688.0,577027.0
22:17:22,50.0,8.0,0.996,1955.0,130688.0,579544.0
22:17:23,46.0,12.0,0.99,1955.0,130688.0,581946.0
22:17:24,42.0,15.0,0.944,1956.0,130688.0,584165.0
22:17:25,45.0,12.0,0.988,1962.0,130688.0,586127.0
22:17:26,42.0,15.0,0.997,1962.0,130688.0,588380.0
22:17:27,40.0,17.0,0.99,1962.0,130688.0,590499.0
22:17:28,38.0,19.0,0.993,1962.0,130688.0,592534.0
22:17:29,36.0,21.0,0.991,1962.0,130688.0,594495.0
22:17:30,37.0,19.0,0.989,1966.0,130688.0,596087.0
22:17:31,36.0,20.0,1.0,1966.0,130688.0,597728.0
22:17:32,34.0,22.0,0.989,1966.0,130688.0,599333.0
22:17:33,33.0,23.0,0.997,1966.0,130688.0,601008.0
22:17:34,34.0,21.0,0.996,1969.0,130688.0,602397.0
22:17:35,32.0,23.0,0.986,1969.0,130688.0,603892.0
22:17:36,31.0,24.0,0.989,1969.0,130688.0,605567.0
22:17:37,30.0,25.0,0.989,1969.0,130688.0,607213.0
22:17:38,29.0,26.0,0.987,1969.0,130688.0,608804.0
22:17:39,29.0,25.0,0.981,1971.0,130688.0,610214.0
22:17:40,28.0,26.0,0.977,1971.0,130688.0,611802.0
22:17:41,28.0,26.0,0.998,1971.0,130688.0,613314.0
22:17:42,27.0,27.0,0.994,1971.0,130688.0,614831.0
22:17:43,26.0,28.0,0.987,1971.0,130688.0,616280.0
22:17:44,26.0,27.0,0.98,1973.0,130688.0,617526.0
22:17:45,26.0,27.0,0.997,1973.0,130688.0,618826.0
22:17:46,25.0,28.0,0.989,1973.0,130688.0,620209.0
22:17:47,24.0,29.0,0.975,1973.0,130688.0,621586.0
22:17:48,24.0,29.0,0.994,1973.0,130688.0,622930.0
22:17:49,24.0,28.0,0.98,1975.0,130688.0,624032.0
22:17:50,24.0,28.0,0.997,1975.0,130688.0,625376.0
22:17:51,23.0,29.0,0.982,1975.0,130688.0,626671.0
22:17:52,23.0,29.0,0.999,1975.0,130688.0,627982.0
22:17:53,23.0,28.0,0.998,1977.0,130688.0,629130.0
22:17:54,22.0,29.0,0.981,1977.0,130688.0,630388.0
22:17:55,22.0,29.0,0.996,1977.0,130688.0,631510.0
22:17:56,22.0,28.0,0.983,1979.0,130688.0,632534.0
22:17:57,21.0,29.0,0.965,1979.0,130688.0,633786.0
22:17:58,22.0,27.0,0.993,1982.0,130688.0,634904.0
22:17:59,21.0,28.0,0.982,1982.0,130688.0,636187.0
22:18:00,21.0,28.0,0.998,1982.0,130688.0,637384.0
22:18:01,21.0,27.0,0.98,1984.0,130688.0,638442.0
22:18:02,21.0,27.0,0.999,1984.0,130688.0,639828.0
22:18:03,21.0,26.0,0.981,1989.0,130688.0,640902.0
22:18:04,22.0,24.0,0.988,1992.0,130688.0,641848.0
22:18:05,21.0,25.0,0.979,1992.0,130688.0,642857.0
22:18:06,21.0,25.0,0.998,1992.0,130688.0,644264.0
22:18:07,20.0,26.0,0.986,1992.0,130688.0,645372.0
22:18:08,21.0,24.0,0.984,1995.0,130688.0,646205.0
22:18:09,20.0,25.0,0.978,1995.0,130688.0,647462.0
22:18:10,22.0,22.0,0.991,1999.0,130688.0,648483.0
22:18:11,24.0,19.0,0.994,2004.0,130688.0,649575.0
22:18:12,22.0,20.0,0.954,2004.0,130688.0,650721.0
22:18:13,24.0,18.0,0.997,2008.0,130688.0,652041.0
22:18:14,23.0,19.0,0.999,2008.0,130688.0,653291.0
22:18:15,25.0,16.0,0.996,2012.0,130688.0,654142.0
22:18:16,26.0,14.0,0.978,2014.0,130688.0,655186.0
22:18:17,33.0,5.0,0.978,2026.0,130688.0,656374.0
22:18:18,32.0,6.0,0.997,2027.0,130688.0,658020.0
22:18:19,34.0,3.0,0.997,2032.0,130688.0,659533.0
22:18:20,31.0,6.0,0.981,2032.0,130688.0,661323.0
22:18:21,35.0,0.0,0.951,2039.0,130688.0,662976.0
22:18:22,34.0,0.0,0.896,2039.0,130688.0,664931.0
22:18:23,34.0,0.0,0.922,2039.0,130688.0,666869.0
22:18:24,34.0,0.0,0.948,2039.0,130688.0,668773.0
22:18:25,34.0,0.0,0.973,2039.0,130688.0,670677.0
22:18:26,34.0,0.0,0.998,2039.0,130688.0,672547.0
22:18:27,32.0,2.0,0.999,2039.0,130688.0,674372.0
22:18:28,30.0,4.0,0.996,2039.0,130688.0,676084.0
22:18:29,29.0,5.0,0.999,2039.0,130688.0,677632.0
22:18:30,31.0,2.0,0.998,2044.0,130688.0,678989.0
22:18:31,32.0,0.0,0.981,2048.0,130688.0,680436.0
22:18:32,30.0,1.0,0.932,2048.0,130688.0,682156.0
22:18:33,30.0,0.0,0.902,2049.0,130688.0,683849.0
22:18:34,29.0,0.0,0.858,2049.0,130688.0,685275.0
22:18:35,29.0,0.0,0.875,2049.0,130688.0,686522.0
22:18:36,29.0,0.0,0.892,2049.0,130688.0,687769.0
22:18:37,29.0,0.0,0.909,2049.0,130688.0,689074.0
22:18:38,29.0,0.0,0.931,2049.0,130688.0,690727.0
22:18:39,29.0,0.0,0.949,2049.0,130688.0,692061.0
22:18:40,29.0,0.0,0.969,2049.0,130688.0,693627.0
22:18:41,29.0,0.0,0.992,2049.0,130688.0,695280.0
22:18:42,28.0,0.0,0.946,2050.0,130688.0,696787.0
22:18:43,28.0,0.0,0.963,2050.0,130688.0,698019.0
22:18:44,28.0,0.0,0.982,2050.0,130688.0,699391.0
22:18:45,28.0,0.0,1.0,2050.0,130688.0,700735.0
22:18:46,27.0,1.0,0.995,2050.0,130688.0,701898.0
22:18:47,26.0,2.0,0.992,2050.0,130688.0,703392.0
22:18:48,25.0,3.0,0.989,2050.0,130688.0,704865.0
22:18:50,24.0,4.0,0.98,2050.0,130688.0,706265.0
22:18:51,24.0,4.0,0.999,2050.0,130688.0,707657.0
22:18:52,24.0,3.0,0.965,2051.0,130688.0,708788.0
22:18:53,24.0,3.0,0.998,2052.0,130688.0,710180.0
22:18:54,23.0,4.0,0.987,2052.0,130688.0,711521.0
22:18:55,22.0,5.0,0.97,2052.0,130688.0,712750.0
22:18:56,22.0,5.0,0.988,2052.0,130688.0,714048.0
22:18:57,21.0,6.0,0.96,2052.0,130688.0,715308.0
22:18:58,20.0,6.0,0.916,2052.0,130688.0,716505.0
22:18:59,21.0,5.0,0.974,2054.0,130688.0,717554.0
22:19:00,21.0,5.0,0.993,2054.0,130688.0,718919.0
22:19:01,20.0,6.0,0.959,2054.0,130688.0,719945.0
22:19:02,20.0,6.0,0.977,2054.0,130688.0,721205.0
22:19:03,20.0,6.0,0.994,2054.0,130688.0,722565.0
22:19:04,20.0,5.0,0.995,2055.0,130688.0,723684.0
22:19:05,19.0,6.0,0.964,2055.0,130688.0,724998.0
22:19:06,19.0,6.0,0.981,2055.0,130688.0,726290.0
22:19:07,18.0,6.0,0.935,2055.0,130688.0,727544.0
22:19:08,19.0,5.0,0.997,2056.0,130688.0,728664.0
22:19:09,18.0,6.0,0.964,2056.0,130688.0,729735.0
22:19:10,18.0,6.0,0.979,2056.0,130688.0,730905.0
22:19:11,18.0,5.0,0.963,2056.0,130688.0,731948.0
22:19:12,18.0,5.0,0.994,2057.0,130688.0,733172.0
22:19:13,18.0,4.0,0.975,2062.0,130688.0,734191.0
22:19:14,18.0,4.0,0.993,2062.0,130688.0,735433.0
22:19:15,18.0,3.0,0.972,2063.0,130688.0,736467.0
22:19:16,18.0,3.0,0.995,2066.0,130688.0,737655.0
22:19:17,19.0,1.0,0.989,2071.0,130688.0,738676.0
22:19:18,18.0,2.0,0.98,2071.0,130688.0,739800.0
22:19:19,18.0,2.0,0.997,2071.0,130688.0,741060.0
22:19:20,19.0,0.0,0.993,2074.0,130688.0,742063.0
22:19:21,18.0,1.0,0.988,2074.0,130688.0,743243.0
22:19:22,18.0,0.0,0.962,2075.0,130688.0,744431.0
22:19:23,18.0,0.0,0.978,2075.0,130688.0,745691.0
22:19:24,17.0,0.0,0.93,2075.0,130688.0,746924.0
22:19:25,17.0,0.0,0.946,2075.0,130688.0,748148.0
22:19:26,16.0,0.0,0.894,2075.0,130688.0,749353.0
22:19:27,15.0,0.0,0.84,2075.0,130688.0,750506.0
22:19:28,15.0,0.0,0.855,2075.0,130688.0,751616.0
22:19:29,12.0,0.0,0.668,2075.0,130688.0,752667.0
22:19:30,12.0,0.0,0.679,2075.0,130688.0,753507.0
22:19:31,10.0,0.0,0.557,2075.0,130688.0,754205.0
22:19:32,10.0,0.0,0.566,2075.0,130688.0,754885.0
22:19:33,8.0,0.0,0.433,2075.0,130688.0,755477.0
22:19:34,7.0,0.0,0.366,2075.0,130688.0,755900.0
22:19:35,6.0,0.0,0.293,2075.0,130688.0,756420.0
22:19:36,6.0,0.0,0.3,2075.0,130688.0,756936.0
22:19:37,6.0,0.0,0.306,2075.0,130688.0,757452.0
22:19:38,6.0,0.0,0.313,2075.0,130688.0,757968.0
22:19:39,6.0,0.0,0.32,2075.0,130688.0,758484.0
22:19:40,6.0,0.0,0.327,2075.0,130688.0,758970.0
22:19:41,6.0,0.0,0.331,2075.0,130688.0,759318.0
22:19:42,6.0,0.0,0.337,2075.0,130688.0,759750.0
22:19:43,6.0,0.0,0.344,2075.0,130688.0,760236.0
22:19:44,6.0,0.0,0.35,2075.0,130688.0,760668.0
22:19:45,5.0,0.0,0.286,2075.0,130688.0,761160.0
22:19:46,5.0,0.0,0.292,2075.0,130688.0,761590.0
22:19:47,5.0,0.0,0.298,2075.0,130688.0,762020.0
22:19:48,5.0,0.0,0.303,2075.0,130688.0,762450.0
